Date,Adj Close,Close,High,Low,Open,Volume
2014-11-03 00:00:00+00:00,12485.77246,12754.12207,12877.94824,12630.2959,12754.12207,1777160
2014-11-04 00:00:00+00:00,12364.55078,12630.2959,12754.12207,12506.46973,12630.2959,1546269
2014-11-05 00:00:00+00:00,12243.33008,12506.46973,12754.12207,12382.64258,12630.2959,2003523
2014-11-06 00:00:00+00:00,12122.1084,12382.64258,12630.2959,12357.87793,12630.2959,1532903
2014-11-07 00:00:00+00:00,12243.33008,12506.46973,12506.46973,12357.87793,12382.64258,2028798
2014-11-10 00:00:00+00:00,12243.33008,12506.46973,12754.12207,12382.64258,12506.46973,2091872
2014-11-11 00:00:00+00:00,12364.55078,12630.2959,12630.2959,12506.46973,12630.2959,1197992
2014-11-12 00:00:00+00:00,12243.33008,12506.46973,12630.2959,12506.46973,12630.2959,1002480
2014-11-13 00:00:00+00:00,12243.33008,12506.46973,12630.2959,12506.46973,12506.46973,1299995
2014-11-14 00:00:00+00:00,12122.1084,12382.64258,12506.46973,12333.1123,12506.46973,1857226
2014-11-17 00:00:00+00:00,12097.86523,12357.87793,12506.46973,12357.87793,12506.46973,1222672
2014-11-18 00:00:00+00:00,11903.91113,12159.75586,12382.64258,12159.75586,12382.64258,1482752
2014-11-19 00:00:00+00:00,11879.66602,12134.99023,12258.81641,12134.99023,12209.28613,2704747
2014-11-20 00:00:00+00:00,11879.66602,12134.99023,12209.28613,12085.45996,12159.75586,1480729
2014-11-21 00:00:00+00:00,11903.91113,12159.75586,12357.87793,12134.99023,12209.28613,1616324
2014-11-24 00:00:00+00:00,11831.17871,12085.45996,12134.99023,12035.92871,12134.99023,1168239
2014-11-25 00:00:00+00:00,11928.1543,12184.52051,12209.28613,12085.45996,12085.45996,922369
2014-11-26 00:00:00+00:00,11831.17871,12085.45996,12258.81641,12085.45996,12258.81641,907266
2014-11-27 00:00:00+00:00,11806.93457,12060.69434,12159.75586,12011.16406,12159.75586,1256430
2014-11-28 00:00:00+00:00,11661.46875,11912.10254,12110.22461,11912.10254,12110.22461,2125386
2014-12-01 00:00:00+00:00,11588.73535,11837.80664,11986.39844,11837.80664,11887.33691,3073776
2014-12-02 00:00:00+00:00,11564.49121,11813.04102,11862.57227,11738.74512,11862.57227,12078069
2014-12-03 00:00:00+00:00,11685.71289,11936.86816,12134.99023,11837.80664,11912.10254,2461623
2014-12-04 00:00:00+00:00,11782.68945,12035.92871,12110.22461,11936.86816,11936.86816,1337104
2014-12-05 00:00:00+00:00,11806.93457,12060.69434,12110.22461,12011.16406,12085.45996,2053025
2014-12-08 00:00:00+00:00,11709.95703,11961.63281,12060.69434,11936.86816,12060.69434,2543876
2014-12-09 00:00:00+00:00,11443.27051,11689.21484,11912.10254,11689.21484,11912.10254,3939578
2014-12-10 00:00:00+00:00,11564.49121,11813.04102,11837.80664,11639.68457,11664.44922,1868129
2014-12-11 00:00:00+00:00,11491.75879,11738.74512,11813.04102,11689.21484,11763.51074,1288769
2014-12-12 00:00:00+00:00,11661.46875,11912.10254,12011.16406,11763.51074,11788.27637,898829
2014-12-15 00:00:00+00:00,11588.73535,11837.80664,11912.10254,11837.80664,11912.10254,713975
2014-12-16 00:00:00+00:00,11443.27051,11689.21484,11837.80664,11689.21484,11813.04102,2120782
2014-12-17 00:00:00+00:00,10958.38672,11193.90918,11713.98047,11094.84766,11713.98047,4553258
2014-12-18 00:00:00+00:00,11200.8291,11441.5625,11540.62305,11268.20508,11268.20508,1696115
2014-12-19 00:00:00+00:00,11055.36426,11292.9707,11639.68457,11292.9707,11639.68457,1727041
2014-12-22 00:00:00+00:00,11225.07227,11466.32715,11515.8584,11392.03125,11441.5625,1054852
2014-12-23 00:00:00+00:00,11370.53809,11614.91895,11664.44922,11441.5625,11466.32715,1178174
2014-12-24 00:00:00+00:00,11370.53809,11614.91895,11738.74512,11590.15332,11689.21484,907347
2014-12-25 00:00:00+00:00,11273.56152,11515.8584,11590.15332,11491.09277,11540.62305,406974
2014-12-26 00:00:00+00:00,11200.8291,11441.5625,11515.8584,11392.03125,11515.8584,3380408
2014-12-29 00:00:00+00:00,11128.09668,11367.2666,11590.15332,11342.50098,11590.15332,1569044
2014-12-30 00:00:00+00:00,11225.07227,11466.32715,11466.32715,11243.43945,11416.79688,1265958
2014-12-31 00:00:00+00:00,11637.22363,11887.33691,11887.33691,11515.8584,11565.38867,1903141
2015-01-05 00:00:00+00:00,11588.73535,11837.80664,11936.86816,11788.27637,11887.33691,2849900
2015-01-06 00:00:00+00:00,11661.46875,11912.10254,11912.10254,11713.98047,11763.51074,1566458
2015-01-07 00:00:00+00:00,11734.20117,11986.39844,12159.75586,11912.10254,11912.10254,1637605
2015-01-08 00:00:00+00:00,11612.98047,11862.57227,11986.39844,11837.80664,11961.63281,2104453
2015-01-09 00:00:00+00:00,11709.95703,11961.63281,12011.16406,11862.57227,11862.57227,1494542
2015-01-12 00:00:00+00:00,11782.68945,12035.92871,12184.52051,11961.63281,11961.63281,2741935
2015-01-13 00:00:00+00:00,11806.93457,12060.69434,12085.45996,11986.39844,11986.39844,7236168
2015-01-14 00:00:00+00:00,11782.68945,12035.92871,12110.22461,11936.86816,12060.69434,1781196
2015-01-15 00:00:00+00:00,11806.93457,12060.69434,12085.45996,11986.39844,12085.45996,1138318
2015-01-16 00:00:00+00:00,11758.44629,12011.16406,12085.45996,11986.39844,12085.45996,703961
2015-01-19 00:00:00+00:00,11637.22363,11887.33691,12011.16406,11887.33691,12011.16406,1481983
2015-01-20 00:00:00+00:00,11637.22363,11887.33691,11936.86816,11862.57227,11887.33691,1515259
2015-01-21 00:00:00+00:00,11734.20117,11986.39844,12085.45996,11936.86816,11936.86816,2452053
2015-01-22 00:00:00+00:00,11685.71289,11936.86816,12035.92871,11936.86816,12035.92871,1208135
2015-01-23 00:00:00+00:00,11734.20117,11986.39844,12060.69434,11936.86816,11986.39844,1559755
2015-01-26 00:00:00+00:00,11734.20117,11986.39844,12060.69434,11986.39844,11986.39844,1551233
2015-01-27 00:00:00+00:00,11637.22363,11887.33691,12035.92871,11887.33691,11961.63281,1712710
2015-01-28 00:00:00+00:00,11612.98047,11862.57227,11961.63281,11837.80664,11862.57227,1052554
2015-01-29 00:00:00+00:00,11612.98047,11862.57227,11887.33691,11837.80664,11862.57227,906344
2015-01-30 00:00:00+00:00,11516.00293,11763.51074,11912.10254,11763.51074,11887.33691,2452896
2015-02-02 00:00:00+00:00,11491.75879,11738.74512,11837.80664,11713.98047,11788.27637,1107824
2015-02-03 00:00:00+00:00,11394.78223,11639.68457,11763.51074,11639.68457,11738.74512,836520
