Date,Adj Close,Close,High,Low,Open,Volume
2014-11-03 00:00:00+00:00,3025.359131,3148.515381,3148.515381,3127.936768,3148.515381,2087723
2014-11-04 00:00:00+00:00,3025.359131,3148.515381,3148.515381,3107.358154,3127.936768,227737
2014-11-05 00:00:00+00:00,2985.811768,3107.358154,3148.515381,3107.358154,3127.936768,1027120
2014-11-06 00:00:00+00:00,3084.679932,3210.250977,3210.250977,3127.936768,3127.936768,2950652
2014-11-07 00:00:00+00:00,3084.679932,3210.250977,3230.829346,3189.672363,3230.829346,529432
2014-11-10 00:00:00+00:00,3045.132568,3169.09375,3230.829346,3169.09375,3210.250977,112056
2014-11-11 00:00:00+00:00,3104.453369,3230.829346,3292.564941,3169.09375,3169.09375,670229
2014-11-12 00:00:00+00:00,3163.77417,3292.564941,3395.457764,3189.672363,3230.829346,1661308
2014-11-13 00:00:00+00:00,3163.77417,3292.564941,3313.143555,3251.407959,3292.564941,2610895
2014-11-14 00:00:00+00:00,3104.453369,3230.829346,3271.986572,3230.829346,3251.407959,312833
2014-11-17 00:00:00+00:00,3124.227051,3251.407959,3251.407959,3210.250977,3230.829346,1884058
2014-11-18 00:00:00+00:00,3104.453369,3230.829346,3271.986572,3210.250977,3251.407959,706763
2014-11-19 00:00:00+00:00,3084.679932,3210.250977,3251.407959,3210.250977,3230.829346,696130
2014-11-20 00:00:00+00:00,3084.679932,3210.250977,3230.829346,3189.672363,3230.829346,163712
2014-11-21 00:00:00+00:00,3045.132568,3169.09375,3230.829346,3169.09375,3230.829346,110015
2014-11-24 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3148.515381,3169.09375,854148
2014-11-25 00:00:00+00:00,3045.132568,3169.09375,3210.250977,3148.515381,3189.672363,623678
2014-11-26 00:00:00+00:00,3005.585449,3127.936768,3189.672363,3127.936768,3189.672363,334296
2014-11-27 00:00:00+00:00,3045.132568,3169.09375,3189.672363,3148.515381,3169.09375,114776
2014-11-28 00:00:00+00:00,3005.585449,3127.936768,3189.672363,3127.936768,3189.672363,525152
2014-12-01 00:00:00+00:00,3005.585449,3127.936768,3169.09375,3127.936768,3169.09375,1192017
2014-12-02 00:00:00+00:00,2985.811768,3107.358154,3127.936768,3107.358154,3107.358154,381609
2014-12-03 00:00:00+00:00,3005.585449,3127.936768,3210.250977,3127.936768,3148.515381,834431
2014-12-04 00:00:00+00:00,3084.679932,3210.250977,3251.407959,3107.358154,3127.936768,984351
2014-12-05 00:00:00+00:00,3084.679932,3210.250977,3251.407959,3189.672363,3210.250977,1468134
2014-12-08 00:00:00+00:00,3084.679932,3210.250977,3210.250977,3148.515381,3210.250977,292532
2014-12-09 00:00:00+00:00,3025.359131,3148.515381,3210.250977,3148.515381,3189.672363,582560
2014-12-10 00:00:00+00:00,3045.132568,3169.09375,3169.09375,3148.515381,3148.515381,628097
2014-12-11 00:00:00+00:00,3064.90625,3189.672363,3210.250977,3148.515381,3148.515381,317051
2014-12-12 00:00:00+00:00,3064.90625,3189.672363,3210.250977,3189.672363,3189.672363,244189
2014-12-15 00:00:00+00:00,3064.90625,3189.672363,3210.250977,3189.672363,3189.672363,60057919
2014-12-16 00:00:00+00:00,3045.132568,3169.09375,3189.672363,3148.515381,3148.515381,1933940
2014-12-17 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3107.358154,3148.515381,1483997
2014-12-18 00:00:00+00:00,3045.132568,3169.09375,3169.09375,3148.515381,3148.515381,310962
2014-12-19 00:00:00+00:00,3045.132568,3169.09375,3189.672363,3148.515381,3169.09375,680800
2014-12-22 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3148.515381,3169.09375,211865
2014-12-23 00:00:00+00:00,3064.90625,3189.672363,3189.672363,3148.515381,3148.515381,449624
2014-12-24 00:00:00+00:00,3064.90625,3189.672363,3210.250977,3169.09375,3189.672363,881056
2014-12-25 00:00:00+00:00,3045.132568,3169.09375,3189.672363,3169.09375,3189.672363,334443
2014-12-26 00:00:00+00:00,3045.132568,3169.09375,3169.09375,3148.515381,3148.515381,474234
2014-12-29 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3148.515381,3169.09375,514918
2014-12-30 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3107.358154,3148.515381,865116
2014-12-31 00:00:00+00:00,3045.132568,3169.09375,3169.09375,3148.515381,3148.515381,191226
2015-01-05 00:00:00+00:00,3025.359131,3148.515381,3169.09375,3127.936768,3169.09375,271582
2015-01-06 00:00:00+00:00,3064.90625,3189.672363,3189.672363,3107.358154,3127.936768,436379
2015-01-07 00:00:00+00:00,3104.453369,3230.829346,3292.564941,3189.672363,3189.672363,1131811
2015-01-08 00:00:00+00:00,3124.227051,3251.407959,3251.407959,3210.250977,3230.829346,72496
2015-01-09 00:00:00+00:00,3144.000732,3271.986572,3354.300537,3210.250977,3251.407959,3370606
2015-01-12 00:00:00+00:00,3183.547852,3313.143555,3374.87915,3271.986572,3292.564941,1790635
2015-01-13 00:00:00+00:00,3262.64209,3395.457764,3436.614746,3313.143555,3313.143555,2021542
2015-01-14 00:00:00+00:00,3203.321289,3333.722168,3395.457764,3313.143555,3395.457764,1459867
2015-01-15 00:00:00+00:00,3144.000732,3271.986572,3333.722168,3271.986572,3313.143555,1190376
2015-01-16 00:00:00+00:00,3144.000732,3271.986572,3313.143555,3230.829346,3292.564941,1818615
2015-01-19 00:00:00+00:00,3183.547852,3313.143555,3333.722168,3292.564941,3313.143555,1119199
2015-01-20 00:00:00+00:00,3163.77417,3292.564941,3313.143555,3251.407959,3292.564941,365284
2015-01-21 00:00:00+00:00,3144.000732,3271.986572,3313.143555,3251.407959,3292.564941,997979
2015-01-22 00:00:00+00:00,3223.094727,3354.300537,3354.300537,3251.407959,3271.986572,1462512
2015-01-23 00:00:00+00:00,3381.283691,3518.928955,3539.507324,3333.722168,3333.722168,7006686
2015-01-26 00:00:00+00:00,3401.057129,3539.507324,3560.085938,3518.928955,3518.928955,1667013
2015-01-27 00:00:00+00:00,3401.057129,3539.507324,3580.664551,3395.457764,3560.085938,1534082
2015-01-28 00:00:00+00:00,3559.246094,3704.135742,3745.292725,3477.771729,3518.928955,4665230
2015-01-29 00:00:00+00:00,3499.925293,3642.400146,3724.714111,3642.400146,3704.135742,2085175
2015-01-30 00:00:00+00:00,3401.057129,3539.507324,3621.821533,3477.771729,3621.821533,2324136
2015-02-02 00:00:00+00:00,3321.962891,3457.193359,3560.085938,3457.193359,3518.928955,1289427
2015-02-03 00:00:00+00:00,3144.000732,3271.986572,3477.771729,3271.986572,3457.193359,4022946
2015-02-04 00:00:00+00:00,3183.547852,3313.143555,3313.143555,3210.250977,3251.407959,1314473
2015-02-05 00:00:00+00:00,3183.547852,3313.143555,3374.87915,3313.143555,3313.143555,361830
2015-02-06 00:00:00+00:00,3242.868408,3374.87915,3374.87915,3066.201172,3313.143555,1191929
2015-02-09 00:00:00+00:00,3183.547852,3313.143555,3416.036133,3313.143555,3374.87915,354603
2015-02-10 00:00:00+00:00,3203.321289,3333.722168,3374.87915,3292.564941,3292.564941,513529
2015-02-11 00:00:00+00:00,3242.868408,3374.87915,3395.457764,3333.722168,3333.722168,441780
2015-02-12 00:00:00+00:00,3242.868408,3374.87915,3395.457764,3354.300537,3374.87915,2717567
2015-02-13 00:00:00+00:00,3321.962891,3457.193359,3518.928955,3395.457764,3395.457764,3160451
2015-02-24 00:00:00+00:00,3381.283691,3518.928955,3560.085938,3477.771729,3477.771729,684542
2015-02-25 00:00:00+00:00,3420.830811,3560.085938,3642.400146,3518.928955,3539.507324,3266922
2015-02-26 00:00:00+00:00,3420.830811,3560.085938,3580.664551,3498.350342,3560.085938,545836
2015-02-27 00:00:00+00:00,3361.51001,3498.350342,3580.664551,3498.350342,3580.664551,312813
2015-03-02 00:00:00+00:00,3361.51001,3498.350342,3539.507324,3477.771729,3539.507324,490079
2015-03-03 00:00:00+00:00,3341.736328,3477.771729,3539.507324,3477.771729,3539.507324,2934754
2015-03-04 00:00:00+00:00,3341.736328,3477.771729,3498.350342,3457.193359,3498.350342,2004298
2015-03-05 00:00:00+00:00,3321.962891,3457.193359,3498.350342,3457.193359,3477.771729,773572
2015-03-06 00:00:00+00:00,3361.51001,3498.350342,3518.928955,3436.614746,3457.193359,1565438
2015-03-09 00:00:00+00:00,3341.736328,3477.771729,3518.928955,3457.193359,3498.350342,776634
2015-03-10 00:00:00+00:00,3361.51001,3498.350342,3498.350342,3457.193359,3477.771729,469885
2015-03-11 00:00:00+00:00,3381.283691,3518.928955,3560.085938,3498.350342,3498.350342,2729982
2015-03-12 00:00:00+00:00,3361.51001,3498.350342,3518.928955,3416.036133,3477.771729,232795
2015-03-13 00:00:00+00:00,3341.736328,3477.771729,3518.928955,3477.771729,3498.350342,791564
2015-03-16 00:00:00+00:00,3341.736328,3477.771729,3498.350342,3457.193359,3498.350342,1654483
2015-03-17 00:00:00+00:00,3341.736328,3477.771729,3498.350342,3477.771729,3477.771729,576255
2015-03-18 00:00:00+00:00,3341.736328,3477.771729,3498.350342,3148.515381,3148.515381,1260533
2015-03-19 00:00:00+00:00,3341.736328,3477.771729,3704.135742,3477.771729,3498.350342,752074
